berita;ringkasan;url
Berdasarkan pantauan CNNINdonesia.com, Terminal Kalideres yang luasnya sekitar 3,5 hektare sudah penuh sesak dengan penumpang dan barisan bus yang siap meluncur ke sejumlah tujuan.;Terminal Kalideres sudah penuh sesak dengan penumpang dan bus.;https://www.cnnindonesia.com/nasional/20180609203933-20-304901/besok-puncak-arus-mudik-di-terminal-kalideres
Markas Besar Kepolisian Negara Republik Indonesia (Mabes Polri) mencatat arus mudik lebaran 2018 sudah menelan sebanyak 14 orang korban meninggal dunia akibat kecelakaan lalu lintas.;Arus mudik lebaran 2018 menelan 14 korban meninggal dunia.;https://www.cnnindonesia.com/nasional/20180609172750-20-304872/h-6-lebaran-polri-sebut-14-orang-tewas-akibat-kecelakaan
Kemudian, Mabes Polri juga mencatat sebanyak 11.427 pelanggaran lalu lintas telah terjadi selama Operasi Ketupat 2018. ;11.427 pelanggaran terjadi selama Operasi Ketupat 2018.;https://www.cnnindonesia.com/nasional/20180609172750-20-304872/h-6-lebaran-polri-sebut-14-orang-tewas-akibat-kecelakaan
Iqbal berkata, pihak kepolisian menilang 5.304 pelanggaran lalu lintas di antaranya.;Kepolisian menilang 5.304 pelanggaran.;https://www.cnnindonesia.com/nasional/20180609172750-20-304872/h-6-lebaran-polri-sebut-14-orang-tewas-akibat-kecelakaan
Terkait situasi arus mudik terkini, dia menuturkan peningkatan volume kendaraan sudah mulai terlihat di sejumlah gerbang tol. ;Peningkatan volume kendaraan terlihat di gerbang tol.;https://www.cnnindonesia.com/nasional/20180609172750-20-304872/h-6-lebaran-polri-sebut-14-orang-tewas-akibat-kecelakaan
Iqbal menjabarkan bahwa volume kendaraan yang masuk di Gerbang Tol Merak mengalami kenaikan hingga 7.323 kendaraan.;Volume kendaraan di Gerbang Tol Merak mengalami kenaikan.;https://www.cnnindonesia.com/nasional/20180609172750-20-304872/h-6-lebaran-polri-sebut-14-orang-tewas-akibat-kecelakaan
Operasi Ketupat Jaya merupakan kegiatan gabungan yang dilaksanakan Polri dan Tentara Nasional Indonesia (TNI) dengan menerjunkan sebanyak 177 ribu personel dalam menyambut arus mudik lebaran 2018. ;Operasi Ketupat Jaya merupakan kegiatan gabungan yang dilaksanakan Polri dan TNI. ;https://www.cnnindonesia.com/nasional/20180609172750-20-304872/h-6-lebaran-polri-sebut-14-orang-tewas-akibat-kecelakaan
Operasi ini akan berlangsung selama 18 hari sejak Kamis (7/6).;Operasi berlangsung 18 hari.;https://www.cnnindonesia.com/nasional/20180609172750-20-304872/h-6-lebaran-polri-sebut-14-orang-tewas-akibat-kecelakaan
Dinas Perhubungan (Dishub) Jawa Barat memprediksi puncak arus mudik terjadi hari ini atau H-6 Lebaran.;Dishub prediksi puncak arus mudik.;https://www.cnnindonesia.com/nasional/20180609191806-20-304894/puncak-arus-mudik-di-jabar-diprediksi-terjadi-malam-ini
Berdasarkan pemantauannya, di gerbang pintu Tol Palimanan, sebanyak 26 pintu dibuka hingga siang tadi. Akibatnya, antrean terjadi hingga dua kilometer.;Antrean hingga dua kilometer di gerbang pintu Tol Palimanan.;https://www.cnnindonesia.com/nasional/20180609191806-20-304894/puncak-arus-mudik-di-jabar-diprediksi-terjadi-malam-ini
Selain itu Dedi mengatakan, sejak H-7 kendaraan berat sudah dilarang untuk melintas di jalur utama mudik. Namun hingga H-6 masih banyak kendaraan berat yang beroperasi dan melewati jalur mudik sejumlah lintas di Jabar.;H-7 kendaraan berat dilarang melintas di jalur utama mudik.;https://www.cnnindonesia.com/nasional/20180609191806-20-304894/puncak-arus-mudik-di-jabar-diprediksi-terjadi-malam-ini
Menurut dia, jumlah kendaraan yang meninggalkan Jakarta pada musim mudik Lebaran 2018 ini mengalami peningkatan sekitar 23 persen dari volume lalu lintas normal pada periode yang sama yaitu 27.111 kendaraan.;Jumlah kendaraan yang meninggalkan Jakarta pada mudik Lebaran 2018 mengalami peningkatan 23 persen.;https://www.cnnindonesia.com/nasional/20180609190355-20-304892/puluhan-ribu-kendaraan-sudah-meninggalkan-jakarta
Jasa Marga mengimbau kepada pengguna jalan tol yang hendak melakukan mudik untuk memastikan kecukupan saldo uang elektronik sebelum memasuki jalan tol.;Jasa Marga menghimbau untuk memastikan kecukupan saldo uang elektronik.;https://www.cnnindonesia.com/nasional/20180609190355-20-304892/puluhan-ribu-kendaraan-sudah-meninggalkan-jakarta
Sementara itu, berdasar pantauan TMC Polda Metro Jaya lewat akun Twitter pada pukul 18.02, antrean kendaraan terlihat mengular di gerbang tol Cikarang Utama arah Cikampek. ;Antrean kendaraan terlihat mengular di gerbang tol Cikarang Utama.;https://www.cnnindonesia.com/nasional/20180609190355-20-304892/puluhan-ribu-kendaraan-sudah-meninggalkan-jakarta
Tony menjelaskan pemudik bersepeda motor yang diizinkan bonceng tiga, hanya mereka yang membawa anak kecil dalam posisi digendong oleh orangtuanya.;Pemudik motor diizinkan bonceng tiga jika membawa anak kecil dalam posisi digendong.;https://www.cnnindonesia.com/nasional/20180609170644-20-304858/lebih-dari-tiga-orang-pemudik-sepeda-motor-akan-diturunkan
Ia mengatakan pemudik dengan sepeda motor harus mematuhi seluruh aturan lalu lintas yang berlaku, dengan tidak membawa penumpang yang melebihi muatan.;Pemudik motor harus membawa penumpang yang tidak melebihi muatan.;https://www.cnnindonesia.com/nasional/20180609170644-20-304858/lebih-dari-tiga-orang-pemudik-sepeda-motor-akan-diturunkan
Jumlah pemudik dengan sepeda motor yang melintasi jalur Kalimalang dari arah Jakarta diprediksi bakal terus bertambah dalam beberapa hari ke depan jelang Hari Raya Idul Fitri 1439 Hijriah. ;Pemudik motor yang melintasi jalur Kalimalang dari arah Jakarta diprediksi terus bertambah.;https://www.cnnindonesia.com/nasional/20180609170644-20-304858/lebih-dari-tiga-orang-pemudik-sepeda-motor-akan-diturunkan
Jumlah pemudik di Terminal Pulo Gebang, Cakung, Jakarta Timur semakin ramai mendekati Hari Raya Idul Fitri 1439 Hijriah.;Jumlah pemudik di Terminal Pulo Gebang semakin ramai.;https://www.cnnindonesia.com/nasional/20180609145904-20-304844/belasan-ribu-penumpang-padati-pulo-gebang-sejak-kamis
Berdasarkan pantauan CNNIndonesia.com, situasi Terminal Pulo Gebang terus dibanjiri pemudik. ;Terminal Pulo Gebang dibanjiri pemudik.;https://www.cnnindonesia.com/nasional/20180609145904-20-304844/belasan-ribu-penumpang-padati-pulo-gebang-sejak-kamis
Pemudik memadati ruang tunggu terminal untuk menunggu jadwal keberangkatan bus.;Pemudik memadati ruang tunggu terminal.;https://www.cnnindonesia.com/nasional/20180609145904-20-304844/belasan-ribu-penumpang-padati-pulo-gebang-sejak-kamis
Badan Pengelola Transportasi Jabodetabek Kementerian Perhubungan (BPTJ Kemenhub) memastikan kebijakan ganjil-genap di ruas Tol Bekasi Barat, Bekasi Timur, Cibubur, Kunciran, Tangerang, dan Karawaci tidak berlaku selama libur Lebaran 2018.;BPTJ Kemenhub memastikan kebijakan ganjil-genap tidak berlaku selama libur Lebaran 2018.;https://www.cnnindonesia.com/nasional/20180609112849-20-304788/ganjil-genap-tol-bekasi-tak-berlaku-di-libur-lebaran
Sedangkan berdasarkan keputusan pemerintah, telah ditetapkan bahwa libur Lebaran yang terbagi dari cuti bersama hingga perayaan Hari Raya Idul Fitri berlangsung selama 11-20 Juni 2018. ;Libur Lebaran terbagi dari cuti bersama hingga perayaan Hari Raya Idul Fitri.;https://www.cnnindonesia.com/nasional/20180609112849-20-304788/ganjil-genap-tol-bekasi-tak-berlaku-di-libur-lebaran
Dengan begitu, sesuai keputusan libur Lebaran dari pemerintah, kendaraan dengan plat ganjil maupun genap terbebas dari aturan dan bisa melewati ruas-ruas tol tersebut.;Kendaraan plat ganjil maupun genap terbebas dari aturan.;https://www.cnnindonesia.com/nasional/20180609112849-20-304788/ganjil-genap-tol-bekasi-tak-berlaku-di-libur-lebaran
Selain itu, kebijakan pembatasan angkutan barang di ruas-ruasl tol tersebut, yang semula satu paket dengan kebijakan ganjil-genap juga tidak diberlakukan pada masa libur Lebaran ini.;Pembatasan angkutan barang tidak diberlakukan pada masa libur Lebaran.;https://www.cnnindonesia.com/nasional/20180609112849-20-304788/ganjil-genap-tol-bekasi-tak-berlaku-di-libur-lebaran
Budi menjelaskan kebijakan ganjil-genap nomor kendaraan, pembatasan angkutan barang, dan lajur khusus angkutan umum, baru akan efektif berjalan kembali setelah libur Lebaran, pada 21 Juni mendatang.;Kebijakan ganjil-genap akan berjalan kembali setelah libur Lebaran.;https://www.cnnindonesia.com/nasional/20180609112849-20-304788/ganjil-genap-tol-bekasi-tak-berlaku-di-libur-lebaran
General Manager ASDP Bakauheni Anton Murdianto mengatakan hingga Jumat (8/6) malam belum ada lonjakan pemudik yang tiba di Pelabuhan Bakaehuni, Lampung.;Belum ada lonjakan pemudik di Pelabuhan Bakaehuni.;https://www.cnnindonesia.com/nasional/20180609011105-20-304769/asdp-prediksi-pemudik-dari-merak-melonjak-h-3-lebaran
Anton memperkirakan lonjakan baru akan terjadi pada H-3 Hari Raya Idul Fitri yakni Selasa, 12 Juni 2018.;Lonjakan diperkirakan terjadi H-3 Hari Raya Idul Fitri.;https://www.cnnindonesia.com/nasional/20180609011105-20-304769/asdp-prediksi-pemudik-dari-merak-melonjak-h-3-lebaran
Berdasarkan data ASDP Bakauheni yang diberikan Anton, per tanggal 7 Juni 2018 atau H-8 Lebaran, total jumlah penumpang dari Pelabuhan Merak, Cilegon, Banten yang tiba di Pelabuhan Bakauheni sebanyak 89.361 orang. Terdiri dari 83.428 penumpang dalam kendaraan dan 5.933 pejalan kaki.;H-8 Lebaran jumlah penumpang dari Pelabuhan Merak sebanyak 89.361 orang.;https://www.cnnindonesia.com/nasional/20180609011105-20-304769/asdp-prediksi-pemudik-dari-merak-melonjak-h-3-lebaran
Sementara, total kendaraan yang diangkut yakni 7.953 unit. Terdiri dari 1.251 kendaraan roda dua dan 6.702 kendaraan roda empat atau lebih seperti mobil, bus, dan truk pengangkut logistik.;Total kendaraan yang diangkut yakni 7.953 unit.;https://www.cnnindonesia.com/nasional/20180609011105-20-304769/asdp-prediksi-pemudik-dari-merak-melonjak-h-3-lebaran
Berdasarkan data yang diperoleh dari Astra Infra Toll Road Tangerang-Merak, prediksi lalin di GT Cikupa yakni 5.500 kendaraan per jam dengan panjang antrian 1 sampai 2 kilometer (km) selama H-7 hingga H+7 lebaran.;Prediksi lalin di GT Cikupa yakni 5.500 kendaraan per jam.;https://www.cnnindonesia.com/nasional/20180609011105-20-304769/asdp-prediksi-pemudik-dari-merak-melonjak-h-3-lebaran
Sedangkan di Exit Merak, prediksi lalin 4.200 kendaraan per jam dengan panjang antrian 3 sampai 4 km. ;Prediksi lalin di Exit Merak 4.200 kendaraan per jam.;https://www.cnnindonesia.com/nasional/20180609011105-20-304769/asdp-prediksi-pemudik-dari-merak-melonjak-h-3-lebaran
Kemudian, di Exit Serang Timur prediksi lalin 3.400 kendaraan per jam dengan panjang antrian 1 sampai 2 km.;Prediksi lalin di Exit Serang Timur 3.400 kendaraan per jam.;https://www.cnnindonesia.com/nasional/20180609011105-20-304769/asdp-prediksi-pemudik-dari-merak-melonjak-h-3-lebaran
Pantauan CNNIndonesia.com saat melintasi jalur Kalimalang hingga wilayah Bekasi Barat, kepadatan volume kendaraan mulai terasa di persimpangan Caman, hingga persimpangan Bekasi Cyber Park.;Kepadatan volume kendaraan terasa di persimpangan Caman, hingga persimpangan Bekasi Cyber Park.;https://www.cnnindonesia.com/nasional/20180609003848-20-304766/pemudik-motor-mulai-masuki-jalur-kalimalang
Suryono menjelaskan untuk mengantisipasi kemacetan di Jalur Kalimalang pihak Polres Metro Bekasi menyiapkan 18 Pos Pengamanan Operasi Ketupat. ;Polres Metro Bekasi menyiapkan 18 Pos Pengamanan Operasi Ketupat.;https://www.cnnindonesia.com/nasional/20180609003848-20-304766/pemudik-motor-mulai-masuki-jalur-kalimalang
Sejumlah petugas disiapkan untuk berjaga dan melakukan langkah antisipasi saat arus lalu lintas mulai padat.;Petugas disiapkan untuk berjaga dan melakukan antisipasi.;https://www.cnnindonesia.com/nasional/20180609003848-20-304766/pemudik-motor-mulai-masuki-jalur-kalimalang
Selain itu ia juga menghimbau kepada pemudik motor agar tidak membawa barang-barang berlebihan serta selalu menaati aturan lalu lintas yang berlaku.;Pemudik motor dihimbau agar tidak membawa barang-barang berlebihan.;https://www.cnnindonesia.com/nasional/20180609003848-20-304766/pemudik-motor-mulai-masuki-jalur-kalimalang
Pantauan CNNIndonesia.com, pada Minggu (10/6), terminal tampak penuh sesak dan dipadati pemudik.;Terminal penuh dan dipadati pemudik.;https://www.cnnindonesia.com/nasional/20180609003848-20-304766/pemudik-motor-mulai-masuki-jalur-kalimalang
Di salah satu loket bus, antrean disebutkan mengular panjang dari pagi hingga 50 meter. Meski berkurang pada sore hari, beberapa masih tampak menunggu mendapatkan tiket keberangkatan. ;Antrean di loket bus mengular hingga 50 meter.;https://www.cnnindonesia.com/nasional/20180610152833-20-305009/antrean-pemudik-terminal-pulo-gebang-mengular-50-meter
Antrean memanjang itu di antaranya tampak di loket PO Bus Sinar Jaya, di mana pemudik mengharapkan mendapat tiket ke Jawa Tengah, menuju  Purwokerto, Wonosobo, Yogyakarta, dan atau Solo.;Antrean memanjang di loket PO Bus Sinar Jaya.;https://www.cnnindonesia.com/nasional/20180610152833-20-305009/antrean-pemudik-terminal-pulo-gebang-mengular-50-meter
Penanggung jawab PO Bus Sinar Jaya, Salahuddin mengatakan bahwa loket belum dibuka disebabkan masih menunggu bus kembali ke Jakarta. ;Loket belum dibuka disebabkan menunggu bus kembali.;https://www.cnnindonesia.com/nasional/20180610152833-20-305009/antrean-pemudik-terminal-pulo-gebang-mengular-50-meter
Dia menambahkan bahwa loket akan dibuka apabila bus sudah tiba di terminal Pulo Gebang.;Loket dibuka apabila bus sudah tiba.;https://www.cnnindonesia.com/nasional/20180610152833-20-305009/antrean-pemudik-terminal-pulo-gebang-mengular-50-meter
Pihak bus Sinar Jaya mengatakan sebisa mungkin memberangkatkan calon penumpangnya yang telah lama mengantri tersebut.;Sinar Jaya sebisa mungkin memberangkatkan calon penumpangnya.;https://www.cnnindonesia.com/nasional/20180610152833-20-305009/antrean-pemudik-terminal-pulo-gebang-mengular-50-meter
Dan juga mengaku sedikit kewalahan karena masih saja calon penumpang yang terus berdatangaan.;Kewalahan karena calon penumpang terus berdatangan.;https://www.cnnindonesia.com/nasional/20180610152833-20-305009/antrean-pemudik-terminal-pulo-gebang-mengular-50-meter
Sementara itu, Komandan Satuan Penegak Hukum Terminal Pulo Gebang, Novel Haryanto mengatakan pihaknya telah mempersiapkan petugas keamanan serta petugas kesehatan untuk mengantisipasi lonjakan penumpang di Terminal Pulo Gebang, Jakarta Timur.;Petugas keamanan serta petugas kesehatan disiapkan untuk mengantisipasi lonjakan penumpang.;https://www.cnnindonesia.com/nasional/20180610152833-20-305009/antrean-pemudik-terminal-pulo-gebang-mengular-50-meter
Tak hanya itu, Posko Kesehatan Terpadu Terminal Pulo Gebang melakukan pemeriksaan rutin bagi supir bis untuk arus mudik 2018. Pemeriksaan ini dilakukan untuk mengantisipasi supir bus bebas dari narkoba maupun alkohol.;Posko Kesehatan Terpadu Terminal Pulo Gebang melakukan pemeriksaan rutin bagi supir bis.;https://www.cnnindonesia.com/nasional/20180610152833-20-305009/antrean-pemudik-terminal-pulo-gebang-mengular-50-meter
Penanggung Jawab Posko Kesehatan Terpadu Terminal Pulo Gebang, Syafruddin mengatakan pemeriksaan rutin bagi para supir bis pada satu jam sebelum keberangkatan.;Pemeriksaan rutin dilakukan satu jam sebelum keberangkatan.;https://www.cnnindonesia.com/nasional/20180610152833-20-305009/antrean-pemudik-terminal-pulo-gebang-mengular-50-meter
Secara keseluruhan, Posko Kesehatan Terpadu Terminal Pulo Gebang telah mendapatkan dua supir yang mengandung apetamin dan alkohol dalam urinenya.;Urine dua supir mengandung apetamin dan alkohol.;https://www.cnnindonesia.com/nasional/20180610152833-20-305009/antrean-pemudik-terminal-pulo-gebang-mengular-50-meter
Selain pemeriksaan urine, posko kesehatan ini juga memeriksa kesehatan secara keseluruhan bagi supir bis seperti cek gula darah serta cek tekanan darah.;Posko kesehatan ini memeriksa kesehatan supir bis secara keseluruhan.;https://www.cnnindonesia.com/nasional/20180610152833-20-305009/antrean-pemudik-terminal-pulo-gebang-mengular-50-meter
Syafruddin juga memberikan himbauan kepada supir bus untuk istirahat setiap empat jam sekali. Hal ini dikarenakan untuk kesehatan pribadi supir dan keamanan bagi penumpang bus.;Himbauan kepada supir bus untuk istirahat setiap empat jam sekali.;https://www.cnnindonesia.com/nasional/20180610152833-20-305009/antrean-pemudik-terminal-pulo-gebang-mengular-50-meter
Tenaga medis telah disiapkan dari dokter, bidan dan farmasi. Posko kesehatan ini buka selama 24 jam dari tanggal 6 Juni hingga 23 Juni mendatang.;Tenaga medis telah disiapkan. Posko kesehatan buka 24 jam.;https://www.cnnindonesia.com/nasional/20180610152833-20-305009/antrean-pemudik-terminal-pulo-gebang-mengular-50-meter
Kapolres Batang AKBP Edi Suranta mengatakan saat ini kondisi lalu lintas di Pantura Batang, Jawa Tengah berangsur-angsur kembali normal.;Lalu lintas di Pantura Batang berangsur-angsur kembali normal.;https://www.cnnindonesia.com/nasional/20180610115537-20-304972/lalu-lintas-pantura-batang-berangsur-angsur-normal
Kondisi ini berbanding terbalik dengan antrean yang mengular pada Sabtu (9/6) sore hingga malam hari. Kondisi lalu lintas di jalur pantai utara dan di jalur tol fungsional Kabupaten Batang padat merayap.;Lalu lintas di jalur pantai utara dan di jalur tol fungsional Kabupaten Batang padat merayap.;https://www.cnnindonesia.com/nasional/20180610115537-20-304972/lalu-lintas-pantura-batang-berangsur-angsur-normal
Kemarin, Kepolisian Resor Batang sempat menutup jalur tol fungsional yang menuju exit Kali Kuto ke arah exit Kandeman. Hal ini dilakukan guna menghindari kepadatan arus lalu lintas kendaraan di jalur Pantura Gringsing.;Kepolisian Resor Batang sempat menutup jalur tol fungsional guna menghindari kepadatan di jalur Pantura.;https://www.cnnindonesia.com/nasional/20180610115537-20-304972/lalu-lintas-pantura-batang-berangsur-angsur-normal
Polisi pun mengimbau agar pemudik yang menggunakan kendaraan pribadi tidak melaju dengan cepat. Imbauan ini dilakukan untuk mengingatkan kondisi jalan tol yang masih bersifat fungsional.;Polisi mengimbau pemudik dengan kendaraan pribadi tidak melaju cepat.;https://www.cnnindonesia.com/nasional/20180610115537-20-304972/lalu-lintas-pantura-batang-berangsur-angsur-normal
PT Jasa Marga memberlakukan contraflow atau mekanisme lawan arus di tol Jakarta arah Cikampek untuk mengurai kepadatan menjelang area istirahat atau rest area Km 39, Minggu (10/6).;PT Jasa Marga memberlakukan contraflow di tol Jakarta arah Cikampek.;https://www.cnnindonesia.com/nasional/20180610123958-20-304975/rest-area-padat-tol-cikampek-dan-cipali-terapkan-contraflow
Kendaraan pemudik menumpuk terutama di jalur rest area Km 86, Km 102, Km 130, dan Km 166.;Kendaraan pemudik menumpuk di jalur rest area.;https://www.cnnindonesia.com/nasional/20180610123958-20-304975/rest-area-padat-tol-cikampek-dan-cipali-terapkan-contraflow
Puncak arus mudik yang semula diprediksi terjadi pada 12 dan 13 Juni pun bertambah menjadi 8 dan 9 Juni 2018, menjadi dua gelombang puncak arus mudik.;Puncak arus mudik menjadi dua gelombang.;https://www.cnnindonesia.com/nasional/20180610123958-20-304975/rest-area-padat-tol-cikampek-dan-cipali-terapkan-contraflow
Memasuki H-5 jelang Lebaran, Jasa Marga memprediksi ada 109.115 kendaraan yang akan meninggalkan Jakarta untuk melalui gerbang tol Cikarang Utama.;Jasa Marga memprediksi 109.115 kendaraan meninggalkan Jakarta melalui tol Cikarang Utama.;https://www.cnnindonesia.com/nasional/20180610111114-20-304970/109-ribu-kendaraan-dari-jakarta-diprediksi-lalui-tol-cikarang
Manager Jasa Marga Traffic Officer, Hervian menyebut angka tersebut meningkat hingga 85 persen dari volume lalu lintas pada kondisi normal di kawasan tersebut.;Volume lalu lintas meningkat 85 persen.;https://www.cnnindonesia.com/nasional/20180610111114-20-304970/109-ribu-kendaraan-dari-jakarta-diprediksi-lalui-tol-cikarang
Lebih lanjut, ia mengimbau pengguna jalan tol untuk memastikan ada saldo uang elektronik yang mencukupi sebelum menempuh perjalanan. ;Imbauan untuk memastikan saldo uang elektronik mencukupi.;https://www.cnnindonesia.com/nasional/20180610111114-20-304970/109-ribu-kendaraan-dari-jakarta-diprediksi-lalui-tol-cikarang
Sebab, menurutnya layanan top up tunai di gerbang tol hanya bisa dilakukan di kondisi darurat.;Top up tunai di gerbang tol hanya di kondisi darurat.;https://www.cnnindonesia.com/nasional/20180610111114-20-304970/109-ribu-kendaraan-dari-jakarta-diprediksi-lalui-tol-cikarang
Kepala Divisi Humas Mabes Polri Irjen Pol Setyo Wasisto mengatakan ada 318 kecelakaan lalu lintas dan menyebabkan sejumlah korban hingga Sabtu, (9/6).;Setyo Wasisto mengatakan ada 318 kecelakaan lalu lintas.;https://www.cnnindonesia.com/nasional/20180610103918-20-304967/arus-mudik-h-6-lebaran-ada-318-kecelakaan-lalu-lintas
Namun begitu, menurutnya angka kecelakaan dan jumlah korban meninggal dunia turun dibandingkan tahun lalu pada periode yang sama. ;Angka kecelakaan dan jumlah korban meninggal dunia turun.;https://www.cnnindonesia.com/nasional/20180610103918-20-304967/arus-mudik-h-6-lebaran-ada-318-kecelakaan-lalu-lintas
Pada kecelakaan kali ini, pihak kepolisian mencatat penyebabnya didominasi kurangnya kewaspadaan pengendaraan soal lalu lintas dari arah depan. ;Penyebab kecelakaan didominasi kurangnya kewaspadaan pengendaraan.;https://www.cnnindonesia.com/nasional/20180610103918-20-304967/arus-mudik-h-6-lebaran-ada-318-kecelakaan-lalu-lintas
Angka kecelakaan tercatat masih didominasi pemudik roda dua. Untuk menekan angka kecelakaan, Setyo menerangkan akan menambah upaya dan menambah petugas.;Kecelakaan didominasi pemudik roda dua.;https://www.cnnindonesia.com/nasional/20180610103918-20-304967/arus-mudik-h-6-lebaran-ada-318-kecelakaan-lalu-lintas
Kepala Stasiun Besar Gambir, Jakarta Pusat, Rizki Afrida mengatakan bahwa jumlah pemudik yang berangkat dari stasiun Gambir menuju sejumlah daerah di Pulau Jawa mengalami peningkatan jika dibandingkan tahun sebelumnya.;Jumlah pemudik dari stasiun Gambir menuju daerah di Pulau Jawa mengalami peningkatan.;https://www.cnnindonesia.com/nasional/20180609181940-20-304886/pemudik-melonjak-jumlah-kereta-dari-stasiun-gambir-bertambah
Pada tahun ini, hingga hari ini atau H-6 lebaran, jumlah calon penumpang dari stasiun Gambir mencapai lebih dari 19 ribu orang. Sedangkan data pada pada 2017, H-8 lebaran hanya sebanyak 15.692 penumpang.;H-6 lebaran, jumlah calon penumpang dari stasiun Gambir mencapai 19 ribu orang.;https://www.cnnindonesia.com/nasional/20180609181940-20-304886/pemudik-melonjak-jumlah-kereta-dari-stasiun-gambir-bertambah
Ia melanjutkan jumlah armada kereta yang disediakan kali ini juga lebih banyak dibandingkan lebaran tahun lalu. Misalnya pada Jumat (8/6), jumlah kereta api reguler sebanyak 32 unit dan kereta tambahan sebanyak 13 unit. Totalnya menjadi 45 kereta pemberangkatan;Kereta disediakan lebih banyak dibandingkan lebaran tahun lalu. ;https://www.cnnindonesia.com/nasional/20180609181940-20-304886/pemudik-melonjak-jumlah-kereta-dari-stasiun-gambir-bertambah
Ia mengatakan, penambah kursi untuk duduk menunggu di Stasiun Gambir juga sudah ditambah sekitar 200 kursi. ;Kursi untuk duduk menunggu di Stasiun Gambir ditambah.;https://www.cnnindonesia.com/nasional/20180609181940-20-304886/pemudik-melonjak-jumlah-kereta-dari-stasiun-gambir-bertambah
Namun, ia tak memungkiri saat ini tetap terjadi penumpukan sehingga ada sejumlah pemudik yang duduk di lantai.;Sejumlah pemudik duduk di lantai.;https://www.cnnindonesia.com/nasional/20180609181940-20-304886/pemudik-melonjak-jumlah-kereta-dari-stasiun-gambir-bertambah
Penumpukan itu terjadi karena calon penumpang datang lebih cepat dari jadwal keberangkatannya. ;Penumpukan karena calon penumpang datang lebih cepat.;https://www.cnnindonesia.com/nasional/20180609181940-20-304886/pemudik-melonjak-jumlah-kereta-dari-stasiun-gambir-bertambah
Sementara itu, area peron akan dibuka sekitar satu jam sebelum keberangkatan. Oleh karena itu, mereka tidak bisa masuk dan menunggu di sejumlah area Stasiun Gambir.;Area peron dibuka satu jam sebelum keberangkatan.;https://www.cnnindonesia.com/nasional/20180609181940-20-304886/pemudik-melonjak-jumlah-kereta-dari-stasiun-gambir-bertambah
Kementerian Perhubungan (Kemenhub) memprediksi jumlah pemudik akan melonjak pada hari H Idul Fitri 15 Juni 2018. ;Pemudik diprediksi akan melonjak pada hari H.;https://www.cnnindonesia.com/nasional/20180611203827-20-305356/kemenhub-prediksi-jumlah-pemudik-melonjak-pada-15-juni
Arus mudik lebaran tahun ini, menurut Kemenhub terbagi menjadi tiga gelombang.;Arus mudik lebaran terbagi tiga gelombang.;https://www.cnnindonesia.com/nasional/20180611203827-20-305356/kemenhub-prediksi-jumlah-pemudik-melonjak-pada-15-juni
Pemudik akan memilih pulang kampung pada hari H lebaran dan melaksanakan salat terlebih dahulu di Jakarta.;Pemudik akan memilih salat terlebih dahulu di Jakarta.;https://www.cnnindonesia.com/nasional/20180611203827-20-305356/kemenhub-prediksi-jumlah-pemudik-melonjak-pada-15-juni
Kemenhub, kata Budi, akan terus mengantisipasi terjadinya lonjakan pemudik di titik-titik rawan dengan terus melakukan pemantauan serta mengambil langkah cepat jika terjadi penumpukan di titik-titik tertentu.;Kemenhub akan terus mengantisipasi lonjakan pemudik di titik-titik rawan.;https://www.cnnindonesia.com/nasional/20180611203827-20-305356/kemenhub-prediksi-jumlah-pemudik-melonjak-pada-15-juni
Memasuki hari ke empat periode arus mudik lebaran 2018 pihak Jasa Marga menyebut telah ada 361.495 kendaraan yang keluar dari Jakarta melalui Gerbang Tol (GT) Cikarang Utama hingga Senin (11/6) pagi ini.;361.495 kendaraan keluar Jakarta melalui GT Cikarang Utama.;https://www.cnnindonesia.com/nasional/20180611140230-20-305225/empat-hari-mudik-lebaran-361-ribu-kendaraan-keluar-jakarta
Pihaknya pun memprediksi akan ada 106.450 kendaraan yang meninggalkan Jakarta pada H-4 Idulfitri atau hari ini. Angka tersebut naik 59,4 % dari volume lalin normal yang biasanya menyentuh angka 66.792 kendaraan.;Prediksi volume lalin pada H-4 Idulfitri naik 59,4%.;https://www.cnnindonesia.com/nasional/20180611140230-20-305225/empat-hari-mudik-lebaran-361-ribu-kendaraan-keluar-jakarta
Sementara itu, terkait kepadatan arus mudik dan arus balik Idulfitri 2018 ini, Ketua Harian Posko Mudik Kementerian Perhubungan Yugi Hartiman memprediksi akan ada lonjakan arus lalu lintas pada arus balik di tanggal 19 Juni dan 20 Juni 2018.;Yugi Hartiman memprediksi akan ada lonjakan arus lalu lintas pada arus balik.;https://www.cnnindonesia.com/nasional/20180611140230-20-305225/empat-hari-mudik-lebaran-361-ribu-kendaraan-keluar-jakarta
Sebelumnya, pada pukul 09.15 WIB tadi ruas jalur tol Jakarta-Cikampek macet setidaknya dari sekitar Rest Area (Tempat Istirahat/TI) KM 39. ;Jalur tol Jakarta-Cikampek macet sekitar Rest Area KM 39. ;https://www.cnnindonesia.com/nasional/20180611140230-20-305225/empat-hari-mudik-lebaran-361-ribu-kendaraan-keluar-jakarta
